Model	Cost			F
1	75.4000000000000	197.784756000000
2	72.4000000000000	190.996340400000
3	82.4000000000000	323.134566400000
4	84.4000000000000	221.428042000000
5	88.4000000000000	175.954365600000
6	122.800000000000	321.867764400000
7	108.400000000000	284.349460000000
8	102.400000000000	268.653056000000
9	110.400000000000	289.640472000000
10	114.400000000000	227.698671200000
11	126.400000000000	251.583147200000
12	126.400000000000	331.617352000000
13	122.400000000000	243.641973600000
14	152.800000000000	393.700048800000
15	65.2000000000000	227.892321200000
16	96.4000000000000	191.890466000000
